article_url,commenter,comment_date,comment
https://www.hespress.com/%d8%a7%d9%84%d8%a5%d9%83%d9%88%d8%a7%d8%af%d9%88%d8%b1-%d8%aa%d8%b4%d9%8a%d8%af-%d8%a8%d9%85%d8%a8%d8%a7%d8%af%d8%b1%d8%a9-%d8%a7%d9%84%d8%ad%d9%83%d9%85-%d8%a7%d9%84%d8%b0%d8%a7%d8%aa%d9%8a-1474439.html,موحالش واش في اخبارهم,الإثنين 2 دجنبر 2024 - 17:25,الإكوادور تشيد بمبادرة الحكم الذاتي….أواه واش في اخبار تبون شنقريحة….
https://www.hespress.com/%d8%a7%d9%84%d8%a5%d9%83%d9%88%d8%a7%d8%af%d9%88%d8%b1-%d8%aa%d8%b4%d9%8a%d8%af-%d8%a8%d9%85%d8%a8%d8%a7%d8%af%d8%b1%d8%a9-%d8%a7%d9%84%d8%ad%d9%83%d9%85-%d8%a7%d9%84%d8%b0%d8%a7%d8%aa%d9%8a-1474439.html,ادم,الإثنين 2 دجنبر 2024 - 17:39,مبادرة جيدة تحسب للدبلماسية المغربية نتمنى في قادم الأيام  أن تسحب الاعتراف نهائيا وليس تعليقه فقط
https://www.hespress.com/%d8%a7%d9%84%d8%a5%d9%83%d9%88%d8%a7%d8%af%d9%88%d8%b1-%d8%aa%d8%b4%d9%8a%d8%af-%d8%a8%d9%85%d8%a8%d8%a7%d8%af%d8%b1%d8%a9-%d8%a7%d9%84%d8%ad%d9%83%d9%85-%d8%a7%d9%84%d8%b0%d8%a7%d8%aa%d9%8a-1474439.html,القضية الأولى للمغاربة هي القضية الفلسطينية,الإثنين 2 دجنبر 2024 - 17:48,القضية الأولى للمغاربة هي القضية الفلسطينية. نقطة   رجوع إلى السطر
https://www.hespress.com/%d8%a7%d9%84%d8%a5%d9%83%d9%88%d8%a7%d8%af%d9%88%d8%b1-%d8%aa%d8%b4%d9%8a%d8%af-%d8%a8%d9%85%d8%a8%d8%a7%d8%af%d8%b1%d8%a9-%d8%a7%d9%84%d8%ad%d9%83%d9%85-%d8%a7%d9%84%d8%b0%d8%a7%d8%aa%d9%8a-1474439.html,مجيد,الإثنين 2 دجنبر 2024 - 17:50,و كالعادة بداية مراسيم العزاء في المرادية و بالنسبة للكبرانات لا تنسوا اخد ادويتكم قبل النوم و الله يشافيكم مننا .
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,zizi Abdelali,الجمعة 20 دجنبر 2024 - 11:10,نعم المسؤول حفظك الله ورعاك اتمنى ان يسير جميع المتدخلين على خطى جلالتهبالشفاء العاجل باذن الله
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,ورش ملكي,الجمعة 20 دجنبر 2024 - 11:16,ورش ملكي هام للجهوية المتقدمة يعنى بتطوير جهات المملكة الشريفة ويخدم مصالح المواطن اقتصاديا واجتماعيا، والذي ينتظر جزء من رعايا جلالته وخاصة المتقاعدين التفاتة ملكية سامية؛ وعاجلة لزيادة في معاشات المتقاعدين اسوة بباقي الموظفين والاجراء، للرفع من القدرة الشرائية لهذه الفئة، والله ولي التوفيق
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,متتبع,الجمعة 20 دجنبر 2024 - 11:21,الشباب يريد ان يعمل و يساهم في تطوير البلديجب تكوين فرق كتيرة من الشباب لان لديه الإرادة و الطاقة و السرعة في التنفيذ و الحماس و النشاطيجب استثمار هذه الطاقة و نشرها في مختلف جهات المملكة للتنمية بسرعة و الانشغال بالمساهمة .هذا سيؤدي إلى تنشيط المجتمع ….القظاء على البطالة و الامراض النفسية و تضيع الوقت و تطوير جيل الغد من خلال اكتساب التجربة الميدانية و فهم متطلبات المواطنين
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,احمدو,الجمعة 20 دجنبر 2024 - 11:33,هناك بعض القطاعات ترفض التخلي عن إختصاصاتها لفائدة الادارات الجهوية لأهداف مجهولة ..وتحتفظ بجميع الصلاحيات وتوجه التعليمات من المركز ولم تقم إلى يومنا هذا بإحدات مديريات جهوية في بعض الجهات مما يجعل المواطن ينتقل الى الرباط لطرح شكواه..كما هو الحال في قطاع المحافظة العقارية.
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,محمد أحمدي,الجمعة 20 دجنبر 2024 - 11:39,اول شيء يتطلبه تأسيس الجهوية المتقدمة هو  تقسيم الثروة بالعدالة، مع تنمية جميع المدن و الجماعات الهشة و الفقيرة  و اعطاء الأولوية للاقاليم الحدودية  مع توفير النقل بثمن معقول حتى تكون اثمان المواد متكافئة و تخفيض أجور و تعويضات الوزراء و كبار الموظفين  مع تشديد المراقبة على السماسرة و المحتكرين و كبار القوم.
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,مغربي حر,الجمعة 20 دجنبر 2024 - 11:39,نريد تغيير جدري في مشروع الجهوية وبسرعة…متلا مدينة تمارة تعرف العديد من مشاكل التسيير …في اصلاح الأزقة …والإضاءة والنظافة واشارات المرور ..ممرات الراجليين من المسؤول هل الجماعة المنتخبة ام يجب تضع آلية لمحاسبة المسووليين عن هذه المدينة ؟ الإصلاحات التي تقوم بها وزارة داخلية جد جبار ..وجيد لكن الجماعات والبلديات لاتقوم بالواجب..وفي الاخير المواطن هو المتضرر
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,محمد من تطوان,الجمعة 20 دجنبر 2024 - 11:40,ما يلاحظ هو ان السرعة التي يشتغل بها عاهل البلاد أكبر بكثير من المنتخبين والسياسيين.
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,إلى رقم 4,الجمعة 20 دجنبر 2024 - 11:43,أنا من أشد المعجبين بفكرة الجهوية المتقدمة لكن اتفهم تماما تردد بعض القطاعات في تفويت صلاحيتها إلى المديريات الجهوية لعدة أسباب . الجهوية المتقدمة تتطلب مواطنا يقظا جدا و إعلاما قويا و تتبعا دائما و دقيقا من قبل هيئات الرقابة و مكافحة الفساد ! المواطن المغربي المتعلم عليه أن يكون نشيطا و لا ينتظر المبادرة من المركز .
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,yassine,الجمعة 20 دجنبر 2024 - 11:46,تحتاج النماذج التنموية المستدامة إلى التكيف مع الخصوصيات البيئية و المائية لكل منطقة من أجل تحقيق تنمية شاملة ومتوازنة تراعي الفوارق الجغرافية، المناخية، والموارد الطبيعية.1. مراعاة الخصوصية البيئية والمائية:التقييم البيئي والمائي: يجب إجراء دراسات متعمقة لتقييم الخصائص الطبيعية للمنطقة، مثل موارد المياه (السطحية والجوفية)، التربة، المناخ، والنظم البيئية.التخطيط المندمج: تضمين البيانات البيئية والمائية في خطط التنمية المحلية لتجنب استنزاف الموارد الطبيعية.إدارة الموارد: اعتماد سياسات إدارة مستدامة للموارد المائية تتناسب مع قدرة المنطقة على تحمل النشاط الاقتصادي والسكاني.تشجيع الأنشطة المناسبة: تطوير قطاعات اقتصادية متماشية مع الظروف المحلية (مثل الزراعة المستدامة في المناطق الزراعية، السياحة البيئية في المناطق الطبيعية).2. دور الذكاء الاصطناعي في دعم الخصوصية التنموية المستدامة:يُمكن للذكاء الاصطناعي أن يلعب دورًا محوريًا في تحقيق أهداف التنمية المستدامة بفضل إمكاناته العالية في تحليل البيانات
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,مغربي,الجمعة 20 دجنبر 2024 - 11:56,اللهم دم العز و النصر و التمكين و الصحة و السلامة و الأفراح و المسرات و التوفيق و التفوق باستمرار على ملكنا المفدى يارب العالمين و كن له ولي و الحافظ و المعين أينما حل و ارتحل الراءد بالجميع المقاييس المقاييس في خدمة المغاربة المغرب بالسراء و الضراء بوضوح و طموح لا محدود بشتى المجالات دون ملل او كلل و نكران الذات بالصورة واضحة المعالم.
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,بشير,الجمعة 20 دجنبر 2024 - 12:00,راه البطالة وصلات 21%. و راه المتقاعدين عموما خدامين على ولادهم البطاليين أصحاب الشهادات العليا و غيرهم. الجهوية هاذي عقود و هي فوق الرفوف ،غمالت، كل مرة كتنفظو الغبر عليها و تردوها للرفوف.
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,مربط الفرس,الجمعة 20 دجنبر 2024 - 12:04,الجهوية المتقدمة و اللاتمركز الاداري تحتاج الى ادارة متطورة و متمكنة و مؤسسات قوية و منسجمة
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,محمد,الجمعة 20 دجنبر 2024 - 12:22,منذ عشر سنوات والحكومات عاجزة على تنزيل الجهوية المتقدمة هل هذا دليل على ضعف الاحزاب السياسية أو ضعف الكوادر او هناك من له مصالح. انا أرجح المصالح وضعف الاحزاب السياسية خصوصا عندما نرى مؤخرا ان الاحزاب الكبرى ليست فيها كوادر بل أصحاب الشكارة يتنازعون حول المناصب ويعطلون التنمية.
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,خالد @@,الجمعة 20 دجنبر 2024 - 12:36,اغلبية المنتخبون ليسو في مستويات المسؤولية الملقات على  عاتقهم .ديما مغرب
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,badre,الجمعة 20 دجنبر 2024 - 12:55,لتحقيق الجهوية المتقدمة، أول بند يجب تطبيقه وبدونه لن ينجح أي مسعى لهذه الجهوية ألا وهو ربط المسؤلية بلمحاسبة ، هنا مربط الفرس وحجر الزاوية الذي إن نجحنا فيه الباقي سيأتي مم تلقاء نفسه، على الدولة أن تحاسب أي مسؤل كيف ما كان نوعه قبل توليه المنصب وبعد تركه له، مذا قدم ومذا كسب ومم أين جائت ثرواته وثروات عائلته ووو من غير هذا لن ننجح في أي مشروع وطني وإن نجحنا فسيكون نجاحا ظرفيا .
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,رشيد,الجمعة 20 دجنبر 2024 - 13:09,مفهمتش واش الملك خص كولشي ايديروا الحكومة خصها تتحرك الملك راه كيعطي الخطوط العريضة و الحكومة خصها تساهم بدورها واش مكاينش شي واحد رشيد باش نديروا الجهوية المتقدمة واش هاد البلاد ليعايشين فيها مبغيناهاش تتطور  خص الحكومة تدير اقتراحات و تبدا في تنزيل
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,عابر2,الجمعة 20 دجنبر 2024 - 13:13,يا ملك البلاد المحترم أهم التحديات التي تعيق تنزيل ورش الجهوية الموسعة هي ناهبي المال العام والفاسدين والمسؤولين الفاشلين والزبونية والمحسوبية وتهجير الكفاءات والريع واحتكار الثروة ومنع المستثمرين وفرض ضريبة 30 في المائة  على المقاولات الصغرى …
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,الأوراش,الجمعة 20 دجنبر 2024 - 14:19,لا أوراش ولا تنمية ولا تقدم ولا ازدهار ولا القضاء على المعضلات والمشاكل التى تواجه مغربنا الحبيب إلا بعد القضاء على الفساد والمفسدين واللوبيات والمافيات المتعددة التى تتحكم فى اقتصاد ومصير البلاد وتدفعها نحو الهاوية … الإصلاح يا جلالة الملك وملكنا المحبوب يحتاج إلى تعاون كما الفساد يحتاج إلى تعاون فإذا كان الذى يبنى واحدا وألف يهدمون فإن الذى يهدم يكون هو الغالب والمنتصر …
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,الغيور,الجمعة 20 دجنبر 2024 - 14:43,التحدي الحقيقي هو محاربة الفساد والمفسدين المتغلغلين في الأحزاب و مرافق الدولة.
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,amaghrabi,الجمعة 20 دجنبر 2024 - 15:29,صراحة أملي وانتظاراتي ونظرتي المتفائلة لمستقبل وطني وشباب وطني هو ثقتي في ملكنا المحبوب لانه صراحة يقوم بمجهودات جبارة من اجل خدمة المغرب والمغاربة والحمد لله والشكر لله الذي من علينا بهذه الملكية الحكيمة والتي تضمن السلام والاستقرار لشعبنا الكريم.
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,Max,الجمعة 20 دجنبر 2024 - 15:57,أتمنى من جلالة الملك الله يشفيه ياربمزيد منى المجهودات  و تشجيعات  لجلب كبار المستثمرين العالميين  في شتى المجالات الاقتصادية إلى بلادنا .
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,Aylim,السبت 21 دجنبر 2024 - 19:06,الى متى سيستمر عدم اعطاء رخصة الربط بالكهرباء للمنازل في العالم القروي…العالم القروي يجب ان يوضع له قانون خاص به في التعمير يتماشا مع خصوصياته الجبلية…كيف يعقل تطبيق التعنير في العالم القروي…حيت انعدام للطرق والمواصلات …فكيف يتم مطالبة السكان برخصة الربط بالكهرباء مع العلم ان كل الدواوير بالعالم القروي لاتتوفر على اية شهادات لملكية  الاراضي والمنازل المبنية والمتوارتة ابا عن جد…تنمية العالم القروي يقتضي من كل المتدخلين وضع مخططات تنسجم مع طبيعة القرى…
https://www.hespress.com/%d8%a7%d9%84%d9%85%d9%84%d9%83-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%b3%d8%a8%d8%b9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%83%d8%a8%d8%b1%d9%89-%d8%aa%d9%88%d8%a7%d8%ac-1484881.html,Aylim,السبت 21 دجنبر 2024 - 19:06,الى متى سيستمر عدم اعطاء رخصة الربط بالكهرباء للمنازل في العالم القروي…العالم القروي يجب ان يوضع له قانون خاص به في التعمير يتماشا مع خصوصياته الجبلية…كيف يعقل تطبيق التعنير في العالم القروي…حيت انعدام للطرق والمواصلات …فكيف يتم مطالبة السكان برخصة الربط بالكهرباء مع العلم ان كل الدواوير بالعالم القروي لاتتوفر على اية شهادات لملكية  الاراضي والمنازل المبنية والمتوارتة ابا عن جد…تنمية العالم القروي يقتضي من كل المتدخلين وضع مخططات تنسجم مع طبيعة القرى…
https://www.hespress.com/%d8%aa%d9%81%d9%83%d9%8a%d9%83-%d8%a3%d8%b7%d8%b1%d9%88%d8%ad%d8%a9-%d8%a7%d9%86%d9%81%d8%b5%d8%a7%d9%84-%d8%a7%d9%84%d8%b5%d8%ad%d8%b1%d8%a7%d8%a1-%d8%a7%d9%84%d9%85%d9%81%d8%a7%d9%87%d9%8a%d9%85-1485833.html,haron,الأحد 22 دجنبر 2024 - 04:49,الصحراء مغربية وانتهى  الأمر مثلها مثل كل المناطق يجب ان نتعامل معها بشكل عادي كأي مدينة مغربية  كفاكم حديث على هذه القضية
https://www.hespress.com/%d8%aa%d9%81%d9%83%d9%8a%d9%83-%d8%a3%d8%b7%d8%b1%d9%88%d8%ad%d8%a9-%d8%a7%d9%86%d9%81%d8%b5%d8%a7%d9%84-%d8%a7%d9%84%d8%b5%d8%ad%d8%b1%d8%a7%d8%a1-%d8%a7%d9%84%d9%85%d9%81%d8%a7%d9%87%d9%8a%d9%85-1485833.html,خليد,الأحد 22 دجنبر 2024 - 05:30,دولة ال 27 مليون جزائري يتسائلون  أين ذهبت أموال و عاءدات  الغاز والبترول.نظام عسكري فاشل  اقتصاديا سياسيا واجتماعيا وووو مبني على  الكذب إعلاميا.ديما مغرب
https://www.hespress.com/%d8%aa%d9%81%d9%83%d9%8a%d9%83-%d8%a3%d8%b7%d8%b1%d9%88%d8%ad%d8%a9-%d8%a7%d9%86%d9%81%d8%b5%d8%a7%d9%84-%d8%a7%d9%84%d8%b5%d8%ad%d8%b1%d8%a7%d8%a1-%d8%a7%d9%84%d9%85%d9%81%d8%a7%d9%87%d9%8a%d9%85-1485833.html,Lamya,الأحد 22 دجنبر 2024 - 09:28,الجزائر دولة فاشلة همها الوحيد هو نشر الاكاذيب حول قضية الصحراء و تدفع اموال طائلة لاجل ذلك لعرقلة ايجاد حل نهائي و واقعي لهذا النزاع و بالتالي عرقلة التنمية في المنطقة ككل
https://www.hespress.com/%d8%aa%d9%81%d9%83%d9%8a%d9%83-%d8%a3%d8%b7%d8%b1%d9%88%d8%ad%d8%a9-%d8%a7%d9%86%d9%81%d8%b5%d8%a7%d9%84-%d8%a7%d9%84%d8%b5%d8%ad%d8%b1%d8%a7%d8%a1-%d8%a7%d9%84%d9%85%d9%81%d8%a7%d9%87%d9%8a%d9%85-1485833.html,مهاجر من ألمانيا,الأحد 22 دجنبر 2024 - 09:45,"اولا شكرا على هذه التوضيحاتثانيا المحتجزين في تندوف الذين تسميهم الجزائر لاجئين, و لكن بدون حقوق لاجئ تم استغلالهم من طرف الجزائر لمعاكسة المغرب لدرجة انها سلحتهم و تدعي انهم كونوا دولة في الجزائر و يخوضون من حين لاخر حرب بالوكالة و هذا في حد ذاته خرق لقانون اللاجئين حيث اصبحت البوليساريو منظمة انفصالية مسلحة"
https://www.hespress.com/%d8%aa%d9%81%d9%83%d9%8a%d9%83-%d8%a3%d8%b7%d8%b1%d9%88%d8%ad%d8%a9-%d8%a7%d9%86%d9%81%d8%b5%d8%a7%d9%84-%d8%a7%d9%84%d8%b5%d8%ad%d8%b1%d8%a7%d8%a1-%d8%a7%d9%84%d9%85%d9%81%d8%a7%d9%87%d9%8a%d9%85-1485833.html,ابو اسماعيل.,الأحد 22 دجنبر 2024 - 10:07,بالإضافة إلى ماورد في المقال من استعمال البوليزاريو لمفاهيم خاطئة والترويج لها على نطاق واسع ، هناك مفاهيم اخرى مثل : ان البوليزاريو هو ” الممثل الوحيد والشرعي للشعب الصحراوي” و ” الاراضي المحررة ” بالنسبة للمناطق العازلة ، ومصطلح ” مخيمات العزة والكرامة” و” جدار الذل والعار ” بالنسبة الجدار العازل ، ووصف بعض المدن التي لايشملها النزاع ب” المحتلة  مثل كلميم وطانطان ، لان معظم قادة البوليزاريو من هذه المدن ، كما ان الجزائر تمرر مغالطات عبر وسائل اعلامها مثل : ان لها حدود مع ” سبع دول” ، ومن المغالطات الكبيرة ، اطلاق اسماء مدن الصحراء على المخيمات ووصفها بأنها ولايات ، وهذا موجه لشعوب  الدول البعيدة التي  لاتعرف المنطقة مثل دول أمريكا اللاتينية ودول جنوب وشرق افريقيا ، فعندما يسمعون ان الرئيس الصحراوي زار ولاية الداخلة فيضنون أن هذه المدينة خاضعة لهم ، واخيرا فاستعمال اللغة الاسبانية كذلك يساعد على الترويج لاوطروحاتهم في امريكا اللاتينية.
https://www.hespress.com/%d8%aa%d9%81%d9%83%d9%8a%d9%83-%d8%a3%d8%b7%d8%b1%d9%88%d8%ad%d8%a9-%d8%a7%d9%86%d9%81%d8%b5%d8%a7%d9%84-%d8%a7%d9%84%d8%b5%d8%ad%d8%b1%d8%a7%d8%a1-%d8%a7%d9%84%d9%85%d9%81%d8%a7%d9%87%d9%8a%d9%85-1485833.html,مربط الفرس,الأحد 22 دجنبر 2024 - 10:34,"يجب طرد البوليساريو من الاتحاد الافريقي لانها لا تتوفر على مقومات دولة و انما هي دولة وهمية داخل الجزائر ادخلتها هذه الاخيرة للاتحاد الافريقي بشراء الذمم, كم صرفت الجزائر من الاموال الطائلة على دميتها البوليساريو ?"
https://www.hespress.com/%d8%aa%d9%81%d9%83%d9%8a%d9%83-%d8%a3%d8%b7%d8%b1%d9%88%d8%ad%d8%a9-%d8%a7%d9%86%d9%81%d8%b5%d8%a7%d9%84-%d8%a7%d9%84%d8%b5%d8%ad%d8%b1%d8%a7%d8%a1-%d8%a7%d9%84%d9%85%d9%81%d8%a7%d9%87%d9%8a%d9%85-1485833.html,سعدون المغربي,الأحد 22 دجنبر 2024 - 10:41,لا حديث مع انفاصليي البوليساريو ولا مع صنيعتهم الجزائر المغرب في صحرائه والصحراء في مغربها ومن ارادنا بحرب حاربناه حتى النصر عليه وقهره في عقر داره نحن امة لها مئات القرون من الوجود ولم نقهر فبالاحرى مع دولة حديثة النشاة وصنيعتها
